Election ,JURISDICTION,City/District #,Position_Type,Number_of_Muslims,Impact,Vote_Difference,Name_1,Votes_1,Name_2,Votes_2
Primary_2016,Legislative,District 49,Pos. 2,397,< 25%,2053,Monica Jurado Stonier,8367,Alishia Topper,6314
Primary_2015,Legislative,District 9,Pos. 1,168,< 25%,4233,Mary Dye,"9,132",Richard Lathim,"4,899"
Primary_2015,Legislative,District 30,Pos. 2,1330,> 50%,536,Teri Hickel,7982,Carol Gregory,7446
Primary_2014,Legislative,District 1,Pos. 1,1495,< 25%,14367,Derek Stanford,14367,,0
Primary_2014,Legislative,District 1,Pos. 2,1495,> 50%,146,Luis Moscoso,9008,Edward J. Barton,8862
Primary_2014,Legislative,District 2,Pos. 1,227,< 25%,3600,Graham Hunt,11010,Greg Hartman,7410
Primary_2014,Legislative,District 2,Pos. 2,227,< 25%,9047,J.T. Wilcox,12496,Steven Nielson,3449
Primary_2014,Legislative,District 3,Pos. 1,330,< 25%,4789,Marcus Riccelli,11873,Tim Benn,7084
Primary_2014,Legislative,District 3,Pos. 2,330,< 25%,7932,Timm Ormsby,14019,Paul Delaney,6087
Primary_2014,Legislative,District 4,Pos. 1,213,< 25%,3764,Bob McCaslin,11876,Diana Wilhite,8112
Primary_2014,Legislative,District 4,Pos. 2,213,< 25%,2893,Matt Shea,14798,Josh Arritola,11905
Primary_2014,Legislative,District 5,Pos. 1,774,< 25%,3456,Jay Rodne,13112,Essie Hicks,9656
Primary_2014,Legislative,District 5,Pos. 2,774,< 25%,5358,Chad Magendanz,12733,David Spring,7375
Primary_2014,Legislative,District 6,Pos. 1,356,< 25%,8516,Kevin Parker,19991,Donald Dover,11475
Primary_2014,Legislative,District 6,Pos. 2,356,< 25%,22228,Jeff Holy,22228,,0
Primary_2014,Legislative,District 7,Pos. 1,51,< 25%,17953,Shelly Short,23704,James R. Apker,5751
Primary_2014,Legislative,District 7,Pos. 2,51,< 25%,20493,Joel Kretz,24902,Ronnie Rae,4409
Primary_2014,Legislative,District 8,Pos. 1,471,< 25%,21725,Brad Klippert,21725,,0
Primary_2014,Legislative,District 8,Pos. 2,471,< 25%,14809,Larry Haler,21434,Eric Kalia,6625
Primary_2014,Legislative,District 9,Pos. 1,168,< 25%,18679,Susan Fagan,18679,,0
Primary_2014,Legislative,District 9,Pos. 2,168,< 25%,18331,Joe Schmick,18331,,0
Primary_2014,Legislative,District 10,Pos. 1,133,< 25%,15371,Norma Smith,21174,Michael Scott,5803
Primary_2014,Legislative,District 10,Pos. 2,133,< 25%,6402,Dave Hayes,14049,Nick Petrish,7647
Primary_2014,Legislative,District 11,Pos. 1,2381,< 25%,11117,Zack Hudgins,11117,,0
Primary_2014,Legislative,District 11,Pos. 2,2381,25-50%,4766,Steve Bergquist,9874,Sarah Sanoy-Wright,5108
Primary_2014,Legislative,District 12,Pos. 1,380,< 25%,17725,Cary Condotta,17725,,0
Primary_2014,Legislative,District 12,Pos. 2,380,< 25%,18179,Brad Hawkins,18179,,0
Primary_2014,Legislative,District 13,Pos. 1,88,< 25%,6027,Tom Dent,13329,Dannette Dani Bolyard,7302
Primary_2014,Legislative,District 13,Pos. 2,88,< 25%,18656,Matt Manweller,18656,,0
Primary_2014,Legislative,District 14,Pos. 1,58,< 25%,17979,Norm Johnson,17979,,0
Primary_2014,Legislative,District 14,Pos. 2,58,< 25%,4041,Gina R. McCabe,11123,Paul George,7082
Primary_2014,Legislative,District 15,Pos. 1,172,< 25%,12462,Bruce Chandler,12462,,0
Primary_2014,Legislative,District 15,Pos. 2,172,< 25%,7563,David V. Taylor,11246,Teodora Martinez-Chavez,3683
Primary_2014,Legislative,District 16,Pos. 1,172,< 25%,4391,Maureen S. Walsh,13401,Mary Ruth Edwards,9010
Primary_2014,Legislative,District 16,Pos. 2,172,< 25%,18818,Terry R. Nealey,18818,,0
Primary_2014,Legislative,District 17,Pos. 1,496,> 50%,692,Lynda Wilson,10841,Monica Stonier,10149
Primary_2014,Legislative,District 17,Pos. 2,496,< 25%,2421,Paul Harris,10551,Richard McCluskey,8130
Primary_2014,Legislative,District 18,Pos. 1,319,25-50%,710,Mike Briggs,9703,Brandon Vick,8993
Primary_2014,Legislative,District 18,Pos. 2,319,< 25%,3952,Liz Pike,14797,Maureen Winningham,10845
Primary_2014,Legislative,District 19,Pos. 1,77,< 25%,10517,Dean Takko,17797,David A. Steenson,7280
Primary_2014,Legislative,District 19,Pos. 2,77,< 25%,7528,Brian Blake,15697,Hugh Fleet,8169
Primary_2014,Legislative,District 20,Pos. 1,103,< 25%,8025,Richard DeBolt,15851,Michael Savoca,7826
Primary_2014,Legislative,District 20,Pos. 2,103,< 25%,6129,Ed Orcutt,13478,John Morgan,7349
Primary_2014,Legislative,District 21,Pos. 1,1715,> 50%,827,Allen McPheeters,6684,Strom Peterson,5857
Primary_2014,Legislative,District 21,Pos. 2,1715,25-50%,4457,Lillian Ortiz-Self,11552,Jeff Scherrer,7095
Primary_2014,Legislative,District 22,Pos. 1,416,< 25%,7652,Chris Reykdal,16857,Steve Owens,9205
Primary_2014,Legislative,District 22,Pos. 2,416,< 25%,13483,Sam Hunt,19006,Franklin Edwards,5523
Primary_2014,Legislative,District 23,Pos. 1,130,< 25%,5313,Sherry V. Appleton,16692,Scott Henden,11379
Primary_2014,Legislative,District 23,Pos. 2,130,< 25%,6566,Drew Hansen,16978,James M. Olsen,10412
Primary_2014,Legislative,District 24,Pos. 1,68,< 25%,24346,Kevin Van De Wege,24346,,0
Primary_2014,Legislative,District 24,Pos. 2,68,< 25%,7624,Steve Tharinger,19995,Thomas W. Greisamer,12371
Primary_2014,Legislative,District 25,Pos. 1,359,> 50%,451,Dawn Morrell,9717,Melanie Stambaugh,9266
Primary_2014,Legislative,District 25,Pos. 2,359,< 25%,4675,Hans Zeiger,11706,Eric Renz,7031
Primary_2014,Legislative,District 26,Pos. 1,175,< 25%,2975,Nathan Schlicher,15837,Jesse Young,12862
Primary_2014,Legislative,District 26,Pos. 2,175,25-50%,610,Larry Seaquist,17250,Michelle Caldier,16640
Primary_2014,Legislative,District 27,Pos. 1,460,< 25%,7089,Laurie Jinkins,12156,Rodger Deskins,5067
Primary_2014,Legislative,District 27,Pos. 2,460,< 25%,7258,Jake Fey,12223,Steven T. Cook,4965
Primary_2014,Legislative,District 28,Pos. 1,441,< 25%,4106,Richard Dick Muri,13693,Mary Moss,9587
Primary_2014,Legislative,District 28,Pos. 2,441,25-50%,958,Christine Kilduff,7341,Paul Wagemann,6383
Primary_2014,Legislative,District 29,Pos. 1,281,< 25%,2051,David Sawyer,6631,Jason Bergstrom,4580
Primary_2014,Legislative,District 29,Pos. 2,281,< 25%,8748,Steve Kirby,8748,,0
Primary_2014,Legislative,District 30,Pos. 1,1330,25-50%,3310,Linda Kochmar,10793,Greg Baruso,7483
Primary_2014,Legislative,District 30,Pos. 2,1330,> 50%,352,Roger Freeman,9331,Jack Dovey,8979
Primary_2014,Legislative,District 31,Pos. 1,327,< 25%,4500,Drew Stokesbary,11469,Mike Sando,6969
Primary_2014,Legislative,District 31,Pos. 2,327,< 25%,2055,Christopher Hurst,12088,Phil Fortunato,10033
Primary_2014,Legislative,District 32,Pos. 1,1771,< 25%,17198,Cindy Ryu,17198,,0
Primary_2014,Legislative,District 32,Pos. 2,1771,< 25%,10423,Ruth Kagi,16575,Alvin A. Rutledge,6152
Primary_2014,Legislative,District 33,Pos. 1,2936,> 50%,4311,Tina Orwall,10246,Michael J. Siefkes,5935
Primary_2014,Legislative,District 33,Pos. 2,2936,> 50%,1979,Mia Su-Ling Gregerson,8039,Jeanette Burrage,6060
Primary_2014,Legislative,District 34,Pos. 1,1767,< 25%,20502,Eileen L. Cody,20502,,0
Primary_2014,Legislative,District 34,Pos. 2,1767,< 25%,14155,Joe Fitzgibbon,18605,Brendan B. Kolding,4450
Primary_2014,Legislative,District 35,Pos. 1,115,< 25%,6010,Kathy Haigh,14785,Dan Griffey,8775
Primary_2014,Legislative,District 35,Pos. 2,115,< 25%,2573,Drew C. MacEwen,15790,Tammey Newton,13217
Primary_2014,Legislative,District 36,Pos. 1,773,< 25%,23877,Reuven Carlyle,28532,Leslie Klein,4655
Primary_2014,Legislative,District 36,Pos. 2,773,< 25%,23611,Gael Tarleton,28042,Paul Addis,4431
Primary_2014,Legislative,District 37,Pos. 1,3259,< 25%,17291,Sharon Tomiko Santos,19176,Daniel Bretzke,1885
Primary_2014,Legislative,District 37,Pos. 2,3259,< 25%,15376,Eric Pettigrew,18456,Tamra Smilanich,3080
Primary_2014,Legislative,District 38,Pos. 1,816,25-50%,2952,June Robinson,9754,Jesse Anderson,6802
Primary_2014,Legislative,District 38,Pos. 2,816,< 25%,6067,Mike Sells,10985,Elijah Olson,4918
Primary_2014,Legislative,District 39,Pos. 1,362,< 25%,15400,Dan Kristiansen,15400,,0
Primary_2014,Legislative,District 39,Pos. 2,362,< 25%,3204,Elizabeth Scott,11905,Charles Jensen,8701
Primary_2014,Legislative,District 40,Pos. 1,204,< 25%,8332,Kristine Lytton,17710,Daniel R. Miller,9378
Primary_2014,Legislative,District 40,Pos. 2,204,< 25%,19852,Jeff Morris,19852,,0
Primary_2014,Legislative,District 41,Pos. 1,1714,25-50%,5038,Tana Senn,14523,Bill Stinson,9485
Primary_2014,Legislative,District 41,Pos. 2,1714,< 25%,11073,Judy Clibborn,16390,Alex O'Neil,5317
Primary_2014,Legislative,District 42,Pos. 1,292,< 25%,1376,Satpal Sidhu,11736,Luanne VanWerven,10360
Primary_2014,Legislative,District 42,Pos. 2,292,< 25%,4191,Vincent Buys,17195,Joy Monjure,13004
Primary_2014,Legislative,District 43,Pos. 1,980,< 25%,23235,Brady Walkinshaw,23235,,0
Primary_2014,Legislative,District 43,Pos. 2,980,< 25%,17666,Frank Chopp,23578,Jessica Spear,5912
Primary_2014,Legislative,District 44,Pos. 1,1359,> 50%,1404,Hans Dunshee,11948,Rob Toyer,10544
Primary_2014,Legislative,District 44,Pos. 2,1359,> 50%,868,Mark Harmsworth,11567,Mike Wilson,10699
Primary_2014,Legislative,District 45,Pos. 1,2310,> 50%,2021,Roger Goodman,13631,Joel Hussey,11610
Primary_2014,Legislative,District 45,Pos. 2,2310,> 50%,2975,Larry Springer,14078,Brendan Woodward,11103
Primary_2014,Legislative,District 46,Pos. 1,1266,< 25%,23984,Gerry Pollet,23984,,0
Primary_2014,Legislative,District 46,Pos. 2,1266,< 25%,19716,Jessyn Farrell,25075,Branden Curtis,5359
Primary_2014,Legislative,District 47,Pos. 1,2308,> 50%,3216,Mark Hargrove,11373,Chris Barringer,8157
Primary_2014,Legislative,District 47,Pos. 2,2308,> 50%,814,Pat Sullivan,10159,Barry Knowles,9345
Primary_2014,Legislative,District 48,Pos. 1,2036,< 25%,8207,Ross Hunter,14496,Bill Hirt,6289
Primary_2014,Legislative,District 48,Pos. 2,2036,25-50%,7812,Joan McBride,13749,Tim Turner,5937
Primary_2014,Legislative,District 49,Pos. 1,397,< 25%,3785,Sharon Wylie,11505,Anson Service,7720
Primary_2014,Legislative,District 49,Pos. 2,397,< 25%,5841,Jim Moeller,11381,Lisa Ross,5540
Primary_2012,Legislative,District 1,Pos. 1,1495,25-50%,5662,Derek Stanford,13388,Sandy Guinn,7726
Primary_2012,Legislative,District 1,Pos. 2,1495,< 25%,19250,Luis Moscoso,19798,Write-In: Mark T. Davies,548
Primary_2012,Legislative,District 2,Pos. 1,227,< 25%,4024,Gary Alexander,13501,Greg Hartman,9477
Primary_2012,Legislative,District 2,Pos. 2,227,< 25%,17880,J.T. Wilcox,17880,,0
Primary_2012,Legislative,District 3,Pos. 1,330,< 25%,1409,Marcus Riccelli,6277,Tim Benn,4868
Primary_2012,Legislative,District 3,Pos. 2,330,< 25%,5608,Timm Ormsby,14102,Dave White,8494
Primary_2012,Legislative,District 4,Pos. 1,213,< 25%,22277,Larry Crouse,22277,,0
Primary_2012,Legislative,District 4,Pos. 2,213,< 25%,6030,Matt Shea,18047,Amy C. Biviano,12017
Primary_2012,Legislative,District 5,Pos. 1,774,< 25%,19775,Jay Rodne,19775,,0
Primary_2012,Legislative,District 5,Pos. 2,774,< 25%,3128,Chad Magendanz,14654,David Spring,11526
Primary_2012,Legislative,District 6,Pos. 1,356,< 25%,21398,Kevin Parker,21398,,0
Primary_2012,Legislative,District 6,Pos. 2,356,< 25%,3287,Dennis Dellwo,12967,Jeff Holy,9680
Primary_2012,Legislative,District 7,Pos. 1,51,< 25%,25092,Shelly Short,25092,,0
Primary_2012,Legislative,District 7,Pos. 2,51,< 25%,6670,Joel Kretz,16775,Robert Bob Wilson,10105
Primary_2012,Legislative,District 8,Pos. 1,471,< 25%,7483,Brad Klippert,16203,Jay Clough,8720
Primary_2012,Legislative,District 8,Pos. 2,471,< 25%,7628,Larry Haler,13663,Richard Reuther,6035
Primary_2012,Legislative,District 9,Pos. 1,168,< 25%,18669,Susan Fagan,18669,,0
Primary_2012,Legislative,District 9,Pos. 2,168,< 25%,18722,Joe Schmick,18722,,0
Primary_2012,Legislative,District 10,Pos. 1,133,< 25%,7271,Norma Smith,23054,Aaron Simpson,15783
Primary_2012,Legislative,District 10,Pos. 2,133,< 25%,1234,Dave Hayes,19543,Tom Riggs,18309
Primary_2012,Legislative,District 11,Pos. 1,2381,25-50%,7519,Zack Hudgins,12653,Jim Flynn,5134
Primary_2012,Legislative,District 11,Pos. 2,2381,> 50%,623,Steve Bergquist,6074,Sarah Sanoy-Wright,5451
Primary_2012,Legislative,District 12,Pos. 1,380,< 25%,8365,Cary Condotta,17901,Stan Morse,9536
Primary_2012,Legislative,District 12,Pos. 2,380,< 25%,4883,Mike Armstrong,16451,Brad Hawkins,11568
Primary_2012,Legislative,District 13,Pos. 1,88,< 25%,18345,Judith Judy Warnick,18345,,0
Primary_2012,Legislative,District 13,Pos. 2,88,< 25%,8841,Matt Manweller,15589,Kaj Selmann,6748
Primary_2012,Legislative,District 14,Pos. 1,58,< 25%,6568,Norm Johnson,14208,Paul Spencer,7640
Primary_2012,Legislative,District 14,Pos. 2,58,< 25%,7461,Charles Ross,14730,Mathew K.M. Tomaskin,7269
Primary_2012,Legislative,District 15,Pos. 1,172,< 25%,12006,Bruce Chandler,12006,,0
Primary_2012,Legislative,District 15,Pos. 2,172,< 25%,5714,David V. Taylor,9990,Pablo Gonzalez,4276
Primary_2012,Legislative,District 16,Pos. 1,172,< 25%,5414,Maureen Walsh,13468,Mary Ruth Edwards,8054
Primary_2012,Legislative,District 16,Pos. 2,172,< 25%,18433,Terry R. Nealey,18433,,0
Primary_2012,Legislative,District 17,Pos. 1,496,> 50%,605,Monica Stonier,9390,Julie Olson,8785
Primary_2012,Legislative,District 17,Pos. 2,496,< 25%,2955,Paul Harris,11749,Jim Gizzi,8794
Primary_2012,Legislative,District 18,Pos. 1,319,< 25%,5174,Brandon Vick,11373,Adrian E. Cortes,6199
Primary_2012,Legislative,District 18,Pos. 2,319,< 25%,7560,Liz Pike,14838,David Shehorn,7278
Primary_2012,Legislative,District 19,Pos. 1,77,< 25%,5273,Dean Takko,16589,Dixie Kolditz,11316
Primary_2012,Legislative,District 19,Pos. 2,77,< 25%,18654,Brian E. Blake,19506,Write-In: Tim Sutinen,852
Primary_2012,Legislative,District 20,Pos. 1,103,< 25%,20117,Richard DeBolt,20117,,0
Primary_2012,Legislative,District 20,Pos. 2,103,< 25%,4063,Ed Orcutt,12616,John Morgan,8553
Primary_2012,Legislative,District 21,Pos. 1,1715,< 25%,18239,Mary Helen Roberts,18239,,0
Primary_2012,Legislative,District 21,Pos. 2,1715,< 25%,16995,Marko Liias,17378,Write-In: Kevin Morrison,383
Primary_2012,Legislative,District 22,Pos. 1,416,< 25%,23547,Chris Reykdal,23547,,0
Primary_2012,Legislative,District 22,Pos. 2,416,< 25%,23809,Sam Hunt,23809,,0
Primary_2012,Legislative,District 23,Pos. 1,130,< 25%,6954,Sherry V. Appleton,20298,Tony Stephens,13344
Primary_2012,Legislative,District 23,Pos. 2,130,< 25%,4043,Drew Hansen,17377,James M. Olsen,13334
Primary_2012,Legislative,District 24,Pos. 1,68,< 25%,25743,Kevin Van De Wege,26680,Write-In: Craig Durgan,937
Primary_2012,Legislative,District 24,Pos. 2,68,< 25%,5734,Steve Tharinger,22133,Steve Gale,16399
Primary_2012,Legislative,District 25,Pos. 1,359,< 25%,3764,Dawn Morrell,11704,Shelly Schlumpf,7940
Primary_2012,Legislative,District 25,Pos. 2,359,< 25%,4029,Hans Zeiger,14484,Bill Hilton,10455
Primary_2012,Legislative,District 26,Pos. 1,175,< 25%,9389,Jan Angel,19152,Karin Ashabraner,9763
Primary_2012,Legislative,District 26,Pos. 2,175,< 25%,2230,Larry Seaquist,17638,Doug Richards,15408
Primary_2012,Legislative,District 27,Pos. 1,460,< 25%,11652,Laurie Jinkins,17937,Steven T. Cook,6285
Primary_2012,Legislative,District 27,Pos. 2,460,25-50%,1439,Jake Fey,12078,Lauren Walker,10639
Primary_2012,Legislative,District 28,Pos. 1,441,25-50%,984,Steve O'Ban,12375,Eric Choiniere,11391
Primary_2012,Legislative,District 28,Pos. 2,441,< 25%,3871,Tami Green,14110,Paul Wagemann,10239
Primary_2012,Legislative,District 29,Pos. 1,281,> 50%,303,David Sawyer,6404,Terry Harder,6101
Primary_2012,Legislative,District 29,Pos. 2,281,< 25%,12840,Steve Kirby,12840,,0
Primary_2012,Legislative,District 30,Pos. 1,1330,> 50%,132,Linda Kochmar,5492,Roger Flygare,5360
Primary_2012,Legislative,District 30,Pos. 2,1330,25-50%,3244,Katrina Asay,9965,Roger Freeman,6721
Primary_2012,Legislative,District 31,Pos. 1,327,< 25%,7057,Cathy Dahlquist,16169,Brian L. Gunn,9112
Primary_2012,Legislative,District 31,Pos. 2,327,< 25%,3383,Christopher Hurst,14082,Lisa Connors,10699
Primary_2012,Legislative,District 32,Pos. 1,1771,< 25%,11556,Cindy Ryu,20249,Randy J. Hayden,8693
Primary_2012,Legislative,District 32,Pos. 2,1771,< 25%,14481,Ruth Kagi,20346,Robert Reedy,5865
Primary_2012,Legislative,District 33,Pos. 1,2936,25-50%,8118,Tina Orwall,14070,Will Benge,5952
Primary_2012,Legislative,District 33,Pos. 2,2936,< 25%,15387,Dave Upthegrove,15549,Write-In: Martin Metz,162
Primary_2012,Legislative,District 34,Pos. 1,1767,< 25%,18745,Eileen L. Cody,23237,William Giammarese,4492
Primary_2012,Legislative,District 34,Pos. 2,1767,< 25%,24247,Joe Fitzgibbon,24247,,0
Primary_2012,Legislative,District 35,Pos. 1,115,< 25%,1654,Kathy Haigh,17653,Dan Griffey,15999
Primary_2012,Legislative,District 35,Pos. 2,115,< 25%,4823,Drew C. MacEwen,14088,Lynda Ring-Erickson,9265
Primary_2012,Legislative,District 36,Pos. 1,773,< 25%,28841,Reuven Carlyle,31623,Leslie Klein,2782
Primary_2012,Legislative,District 36,Pos. 2,773,25-50%,1690,Gael Tarleton,10130,Noel Christina Frame,8440
Primary_2012,Legislative,District 37,Pos. 1,3259,< 25%,21855,Sharon Tomiko Santos,21855,,0
Primary_2012,Legislative,District 37,Pos. 2,3259,< 25%,18346,Eric Pettigrew,21569,Tamra Smilanich,3223
Primary_2012,Legislative,District 38,Pos. 1,816,< 25%,3790,John McCoy,12865,Sam Wilson,9075
Primary_2012,Legislative,District 38,Pos. 2,816,< 25%,4693,Mike Sells,13156,Michael Casey,8463
Primary_2012,Legislative,District 39,Pos. 1,362,< 25%,2972,Dan Kristiansen,14916,Linda Wright,11944
Primary_2012,Legislative,District 39,Pos. 2,362,25-50%,900,Eleanor Walters,7730,Elizabeth Scott,6830
Primary_2012,Legislative,District 40,Pos. 1,204,< 25%,21056,Kristine Lytton,21777,Write-In: Brandon Robinson,721
Primary_2012,Legislative,District 40,Pos. 2,204,< 25%,14715,Jeff Morris,20283,Howard A. Pellett,5568
Primary_2012,Legislative,District 41,Pos. 1,1714,25-50%,5106,Marcie Maxwell,18349,Tim Eaves,13243
Primary_2012,Legislative,District 41,Pos. 2,1714,< 25%,22326,Judy Clibborn,22326,,0
Primary_2012,Legislative,District 42,Pos. 1,292,< 25%,3624,Jason Overstreet,17348,Natalie McClendon,13724
Primary_2012,Legislative,District 42,Pos. 2,292,< 25%,3553,Vincent Buys,17274,Matthew Krogh,13721
Primary_2012,Legislative,District 43,Pos. 1,980,< 25%,25551,Jamie Pedersen,28405,Kshama Sawant,2854
Primary_2012,Legislative,District 43,Pos. 2,980,< 25%,20682,Frank Chopp,24287,Write-In: Kshama Sawant,3605
Primary_2012,Legislative,District 44,Pos. 1,1359,< 25%,5757,Hans Dunshee,14199,Mark Harmsworth,8442
Primary_2012,Legislative,District 44,Pos. 2,1359,25-50%,4475,Mike Hope,15930,Mary McNaughton,11455
Primary_2012,Legislative,District 45,Pos. 1,2310,> 50%,1289,Roger Goodman,14174,Joel Hussey,12885
Primary_2012,Legislative,District 45,Pos. 2,2310,> 50%,3536,Larry Springer,16309,Jim Thatcher,12773
Primary_2012,Legislative,District 46,Pos. 1,1266,< 25%,6205,Gerry Pollet,19081,Sylvester Cann,12876
Primary_2012,Legislative,District 46,Pos. 2,1266,25-50%,2737,Jessyn Farrell,10560,Sarajane Siegfriedt,7823
Primary_2012,Legislative,District 47,Pos. 1,2308,> 50%,1789,Mark Hargrove,12242,Bud Sizemore,10453
Primary_2012,Legislative,District 47,Pos. 2,2308,> 50%,3699,Pat Sullivan,13090,Andy Massagli,9391
Primary_2012,Legislative,District 48,Pos. 1,2036,< 25%,10042,Ross Hunter,18225,Bill Hirt,8183
Primary_2012,Legislative,District 48,Pos. 2,2036,> 50%,3443,Cyrus Habib,14838,Hank Myers,11395
Primary_2012,Legislative,District 49,Pos. 1,397,< 25%,2925,Sharon Wylie,11905,Debbie Peterson,8980
Primary_2012,Legislative,District 49,Pos. 2,397,< 25%,2885,Jim Moeller,11883,Carolyn Crain,8998
General_2022,Legislative,District 1,Pos. 1,1495,< 25%,28303,Davina Duerr,48043,John Peeples,19740
General_2022,Legislative,District 1,Pos. 2,1495,< 25%,28755,Shelley Kloba,48198,Jerry Buccola,19443
General_2022,Legislative,District 2,Pos. 1,227,< 25%,38282,Andrew Barkis,41291,Write-In,3009
General_2022,Legislative,District 2,Pos. 2,227,< 25%,24901,JT Wilcox,38535,Edward Meer,13634
General_2022,Legislative,District 3,Pos. 1,330,< 25%,15043,Marcus Riccelli,37708,Scotty Nicol,22665
General_2022,Legislative,District 3,Pos. 2,330,< 25%,11881,Timm Ormsby,36170,Natalie Poulson,24289
General_2022,Legislative,District 4,Pos. 1,213,< 25%,17478,Suzanne Schmidt,41275,Ted Cummings,23797
General_2022,Legislative,District 4,Pos. 2,213,< 25%,1329,Leonard Christian,29077,Rob Chase,27748
General_2022,Legislative,District 5,Pos. 1,774,< 25%,13298,Bill Ramos,41825,Ken Moninski,28527
General_2022,Legislative,District 5,Pos. 2,774,< 25%,5502,Lisa Callan,38030,Chad Magendanz,32528
General_2022,Legislative,District 6,Pos. 1,356,< 25%,39357,Mike Volz,41765,Write-In,2408
General_2022,Legislative,District 6,Pos. 2,356,< 25%,13907,Jenny Graham,36580,Michaela Kelso,22673
General_2022,Legislative,District 7,Pos. 1,51,< 25%,27840,Jacquelin Maycumber,42611,Lonny Ray Williams,14771
General_2022,Legislative,District 7,Pos. 2,51,< 25%,49540,Joel Kretz,51074,Write-In,1534
General_2022,Legislative,District 8,Pos. 1,471,< 25%,24714,Stephanie Barnard,37729,Patrick Guettner,13015
General_2022,Legislative,District 8,Pos. 2,471,< 25%,6296,April Connors,29176,Joe Cotta,22880
General_2022,Legislative,District 9,Pos. 1,168,< 25%,44587,Mary Dye,46711,Write-In,2124
General_2022,Legislative,District 9,Pos. 2,168,< 25%,43187,Joe Schmick,45320,Write-In,2133
General_2022,Legislative,District 10,Pos. 2,133,< 25%,3200,Dave Paul,38911,Karen Lesetmoe,35711
General_2022,Legislative,District 10,Pos. 1,133,> 50%,211,Clyde Shavers,37375,Greg Gilday,37164
General_2022,Legislative,District 11,Pos. 1,2381,< 25%,18088,David Hackney,32292,Stephanie Peters,14204
General_2022,Legislative,District 11,Pos. 2,2381,< 25%,17232,Steve Bergquist,31979,Jeanette Burrage,14747
General_2022,Legislative,District 12,Pos. 1,380,< 25%,43055,Keith W. Goehner,45819,Write-In,2764
General_2022,Legislative,District 12,Pos. 2,380,< 25%,33157,Mike Steele,42812,Robert K Amenn,9655
General_2022,Legislative,District 13,Pos. 1,88,< 25%,40382,Tom Dent,41617,Write-In,1235
General_2022,Legislative,District 13,Pos. 2,88,< 25%,40339,Alex Ybarra,41425,Write-In,1086
General_2022,Legislative,District 14,Pos. 1,58,< 25%,14775,Chris Corry,30367,Laurene Contreras,15592
General_2022,Legislative,District 14,Pos. 2,58,< 25%,15732,Gina Mosbrucker,30940,Liz Hallock,15208
General_2022,Legislative,District 15,Pos. 1,172,< 25%,17054,Bruce Chandler,17856,Write-In,802
General_2022,Legislative,District 15,Pos. 2,172,< 25%,16610,Bryan Sandlin,17384,Write-In,774
General_2022,Legislative,District 16,Pos. 1,172,< 25%,20664,Mark Klicker,37792,Jeff Strickler,17128
General_2022,Legislative,District 16,Pos. 2,172,< 25%,23100,Skyler Rude,38916,Jan Corn,15816
General_2022,Legislative,District 17,Pos. 1,496,< 25%,4478,Kevin Waters,36901,Terri Niles,32423
General_2022,Legislative,District 17,Pos. 2,496,< 25%,6453,Paul Harris,37860,Joe Kear,31407
General_2022,Legislative,District 18,Pos. 1,319,< 25%,3174,Stephanie McClintock,34012,John Zingale,30838
General_2022,Legislative,District 18,Pos. 2,319,< 25%,6211,Greg Cheney,35603,Duncan Camacho,29392
General_2022,Legislative,District 19,Pos. 1,77,< 25%,15708,Jim Walsh,39940,Kelli Hughes-Ham,24232
General_2022,Legislative,District 19,Pos. 2,77,< 25%,14714,Joel McEntire,39357,Cara Cusack,24643
General_2022,Legislative,District 20,Pos. 1,103,< 25%,48634,Peter Abbarno,50693,Write-In,2059
General_2022,Legislative,District 20,Pos. 2,103,< 25%,48791,Ed Orcutt,50764,Write-In,1973
General_2022,Legislative,District 21,Pos. 1,1715,< 25%,19915,Strom Peterson,38522,Amy Schaper,18607
General_2022,Legislative,District 21,Pos. 2,1715,< 25%,19032,Lillian Ortiz-Self,37974,Petra Bigea,18942
General_2022,Legislative,District 22,Pos. 1,416,< 25%,21594,Beth Doglio,44740,Loretta Byrnes,23146
General_2022,Legislative,District 22,Pos. 2,416,< 25%,22209,Jessica Bateman,44925,Kate Plager,22716
General_2022,Legislative,District 23,Pos. 1,130,< 25%,19635,Tarra Simmons,45223,Janell Hulst,25588
General_2022,Legislative,District 23,Pos. 2,130,< 25%,21734,Drew Hansen,46302,Paige A Jarquin,24568
General_2022,Legislative,District 24,Pos. 1,68,< 25%,10696,Mike Chapman,46050,Sue Forde,35354
General_2022,Legislative,District 24,Pos. 2,68,< 25%,8708,Steve Tharinger,44910,Brian Pruiett,36202
General_2022,Legislative,District 25,Pos. 1,359,< 25%,6442,Kelly Chambers,31366,Jamie Smith,24924
General_2022,Legislative,District 25,Pos. 2,359,< 25%,8714,Cyndy Jacobsen,32380,Cameron Severns,23666
General_2022,Legislative,District 26,Pos. 1,175,< 25%,735,Spencer Hutchins,37816,Adison Richards,37081
General_2022,Legislative,District 26,Pos. 2,175,< 25%,9346,Michelle Caldier,42087,Matt Macklin,32741
General_2022,Legislative,District 27,Pos. 1,460,< 25%,25096,Laurie Jinkins,41553,Jalonnie Givens Jackson,16457
General_2022,Legislative,District 27,Pos. 2,460,< 25%,24415,Jake Fey,41257,Janet Large,16842
General_2022,Legislative,District 28,Pos. 1,441,< 25%,7725,Mari Leavitt,27095,Gabe Sachwitz,19370
